央视频道,#genre#
CCTV5体育,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=202602091750591a08c48cc6024c8e92ce85a9c7706dba&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20260209175059&Channel_ID=0116_2600036500-99000-201600010014670&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=219.151.28.92&SecurityKey=20260209175059&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e98e5afa1b7b974dae3b671ddebde08a&sv=10004&ct=android
CCTV6电影,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?msisdn=20260209175028336cc7b117bd4d0bb18ae1398f26e99b&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20260209175028&Channel_ID=0116_2600036500-99000-201600010014669&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=219.151.28.93&SecurityKey=20260209175028&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=dc9144e32a4464d5d8c5ba4567e68a3b&sv=10004&ct=android
CCTV7国防军事,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv7hd/51/index.m3u8?msisdn=20260209174957f75b12a17a5c4fdb98ea4b6bc5d37c87&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20260209174957&Channel_ID=0116_2600036500-99000-201600010014668&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=219.151.28.94&SecurityKey=20260209174957&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=91c8b5f73d61172337b6193e39f7b94f&sv=10004&ct=android
CCTV8电视剧,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?msisdn=202602091749264042cfd69aa04421a7aba690058cf851&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20260209174926&Channel_ID=0116_2600036500-99000-201600010014667&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=219.151.28.95&SecurityKey=20260209174926&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=52c02fbaaef686cd23d14f8a5f832655&sv=10004&ct=android
CCTV9纪录,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=202602091748554c2b1d30d3dc4476baeb91a87d9bc7e0&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20260209174855&Channel_ID=0116_2600036500-99000-201600010014666&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=219.151.28.69&SecurityKey=20260209174855&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=354fe5e4bd8330c1480eb97453b8a3df&sv=10004&ct=android
CCTV5+体育赛事,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?msisdn=20260209175129f4cd0ff486b44fa6ba2017891aefeb2a&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20260209175129&Channel_ID=0116_2600036500-99000-201600010014671&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=219.151.28.91&SecurityKey=20260209175129&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f40cd6599684bdb0c492080e82b0fd5c&sv=10004&ct=android
CCTV10科教,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=202602091748249bb235eb0a574a94b33492e99da5bf7f&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20260209174824&Channel_ID=0116_2600036500-99000-201600010014665&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=219.151.28.80&SecurityKey=20260209174824&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9fb3b6714a7be6de6ecc157596253c98&sv=10004&ct=android
CCTV11戏曲,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=2026020917475324d316cf0fa74574901098d5bf7d8d8d&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20260209174753&Channel_ID=0116_2600036500-99000-201600010014664&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=163.125.239.147&SecurityKey=20260209174753&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=02ab23b0ea1f385e75ce6dfbcea1170c&sv=10004&ct=android
CCTV12社会与法,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=2026020917472007b6c6b9cc8e4e2db9d98856188c59a5&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20260209174720&Channel_ID=0116_2600036500-99000-201600010014663&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=163.125.239.147&SecurityKey=20260209174720&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=52f1c3266afcccd939e97002d3d4ba8d&sv=10004&ct=android
CCTV13新闻,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=2026020917533320bf8781155b463aba8e6ed1770f1052&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20260209175333&Channel_ID=0116_2600036500-99000-201600010014675&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=219.151.28.66&SecurityKey=20260209175333&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e059de81823a4d6bb000962426456a92&sv=10004&ct=android
CCTV13新闻,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=20260209175403856280b7dfeb413786c8cf838a1e1ad1&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20260209175403&Channel_ID=0116_2600036500-99000-201600010014676&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=219.151.28.68&SecurityKey=20260209175403&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b41bf9ded23d19df5ccedf226e8b7855&sv=10004&ct=android
CCTV13新闻,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=20260209175434972d5f672b5d4ac99aa2f29d4fee6d29&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20260209175434&Channel_ID=0116_2600036500-99000-201600010014677&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=171.111.192.96&SecurityKey=20260209175434&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=76c5a498172e5e3e3e9a88245699e51d&sv=10004&ct=android
CCTV14少儿,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=20260209174648999eb632cc7a419d9f4bf9b8b51d70e6&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20260209174648&Channel_ID=0116_2600036500-99000-201600010014662&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=219.151.28.85&SecurityKey=20260209174648&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=fe41c71605356df3451f0d40539c1261&sv=10004&ct=android
CCTV15音乐,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=20260209174617cbc3b2ec431a4a21bcb5c73e8031efda&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20260209174617&Channel_ID=0116_2600036500-99000-201600010014661&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=163.125.239.147&SecurityKey=20260209174617&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a413655c6e7138e751ea9c43c1f8db18&sv=10004&ct=android
CCTV16奥林匹克,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV17农业农村,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=20260209174547cef6108dde2b4f8eb7f280c80639f896&mdspid=&spid=699004&netType=0&sid=5501083631&pid=2028597139&timestamp=20260209174547&Channel_ID=0116_2600036500-99000-201600010014660&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=219.151.28.70&SecurityKey=20260209174547&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1dea5807913eec3114e26de2da87a8d4&sv=10004&ct=android
卫视频道,#genre#
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
江苏卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/jiangsuhd/1200/index.m3u8?msisdn=20260209174445146771ca0c504eb3b3b166a5cd4ad920&mdspid=&spid=699067&netType=0&sid=5500199408&pid=2028597139&timestamp=20260209174445&Channel_ID=0116_2600036500-99000-201600010014658&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=219.151.28.72&SecurityKey=20260209174445&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2f2844229d242d943034e12bf1266019&sv=10004&ct=android
东方卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r4/dfl/dongfangwshd/1200/index.m3u8?msisdn=202602091745161c2c47b0bda34c09ac4da2ee8e5fcb7e&mdspid=&spid=600697&netType=0&sid=5910022185&pid=2028597139&timestamp=20260209174516&Channel_ID=0116_2600036500-99000-201600010014659&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=219.151.28.71&SecurityKey=20260209174516&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0f267ca7fb329dad121f096a356e0d86&sv=10004&ct=android
广东卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/gdwshd265/54/20200407/index.m3u8?msisdn=20260209174414380f897d3ced450e87830d23d196bb3d&mdspid=&spid=699054&netType=0&sid=2202428795&pid=2028597139&timestamp=20260209174414&Channel_ID=0116_2600036500-99000-201600010014657&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=219.151.28.73&SecurityKey=20260209174414&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1d6ce5a5fbcc511e155e6479da54a4cf&sv=10004&ct=android
北京卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/bjws/51/20251127/index.m3u8?msisdn=202602091743434e5dc7fd956749748c3f10792f0bcd45&mdspid=&spid=600697&netType=0&sid=5910022306&pid=2028597139&timestamp=20260209174343&Channel_ID=0116_2600036500-99000-201600010014656&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=219.151.28.74&SecurityKey=20260209174343&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=75a2e9e47a81add74bca992b21581a1e&sv=10004&ct=android
湖北卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/hubeiwshd/2000/index.m3u8?msisdn=2026020917424197f6e49c367448a09d2a935c970f6cdb&mdspid=&spid=600633&netType=0&sid=5910022163&pid=2028597139&timestamp=20260209174241&Channel_ID=0116_2600036500-99000-201600010014654&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=219.151.28.76&SecurityKey=20260209174241&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=39be01f79af9ed13b704f9d98a7f80f6&sv=10004&ct=android
辽宁卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?msisdn=202602091740068fcd836c355a4d8d930e338f933bf220&mdspid=&spid=600572&netType=0&sid=5910022198&pid=2028597139&timestamp=20260209174006&Channel_ID=0116_2600036500-99000-201600010014650&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=219.151.28.152&SecurityKey=20260209174006&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d526f60322ae33b5e7449b2a65001a3b&sv=10004&ct=android
东南卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongnanws/51/20230724/index.m3u8?msisdn=20260209180539aec258c1c11c4b0ab3c7a6e801511ff3&mdspid=&spid=600717&netType=0&sid=5910022182&pid=2028597139&timestamp=20260209180539&Channel_ID=0116_2600036500-99000-201600010014688&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=182.90.225.70&SecurityKey=20260209180539&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9c89c16becef4c8609b2124ab889c1ca&sv=10004&ct=android
吉林卫视,http://hlsztemgsplive.miguvideo.com:8080/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=20260209174209ec9428ea719e4de6ad22fffcab7cd3ee&mdspid=&spid=600633&netType=0&sid=5910022164&pid=2028597139&timestamp=20260209174209&Channel_ID=0116_2600036500-99000-201600010014653&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=219.151.28.77&SecurityKey=20260209174209&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=285ace2df3ee95308c94ed599fcd1f0d&sv=10004&ct=android
江西卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/jxwshd/51/20190820/index.m3u8?msisdn=2026020917431203b3416dbe6f408bb4aa794c376ac776&mdspid=&spid=600633&netType=0&sid=5910021492&pid=2028597139&timestamp=20260209174312&Channel_ID=0116_2600036500-99000-201600010014655&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=219.151.28.75&SecurityKey=20260209174312&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a3eea84bbe030923ffe5a221eb4b73cd&sv=10004&ct=android
兵团卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/btws/51/20250804/index.m3u8?msisdn=2026020917413884842f3e03314d7aaef4613639961208&mdspid=&spid=600697&netType=0&sid=5910022192&pid=2028597139&timestamp=20260209174138&Channel_ID=0116_2600036500-99000-201600010014652&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=219.151.28.78&SecurityKey=20260209174138&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=c10d17275234aefe4dbbe69c0260bd3b&sv=10004&ct=android
广东地区,#genre#
广东移动,http://183.11.239.36:808/hls/14/index.m3u8
广东体育,http://120.238.85.131:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
广东少儿,http://120.238.85.131:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0
广东影视,http://120.238.85.131:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0
广东4K超高清,http://183.11.239.36:808/hls/9/index.m3u8
浙江地区,#genre#
浙江少儿,http://ali-xwl.cztv.com/live/channel081080Plxw.m3u8
浙江少儿,http://ali-xwl.cztv.com/live/channel08720Plxw.m3u8
浙江钱江都市,http://ali-xwl.cztv.com/live/channel021080Plxw.m3u8
浙江钱江都市,http://ali-xwl.cztv.com/live/channel02720Plxw.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel031080Plxw.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel03720Plxw.m3u8
浙江民生休闲,http://ali-xwl.cztv.com/live/channel061080Plxw.m3u8
浙江民生休闲,http://ali-xwl.cztv.com/live/channel06720Plxw.m3u8
浙江新闻,http://ali-xwl.cztv.com/live/channel071080Plxw.m3u8
浙江新闻,http://ali-xwl.cztv.com/live/channel07720Plxw.m3u8
浙江教科影视,http://ali-xwl.cztv.com/live/channel041080Plxw.m3u8
浙江教科影视,http://ali-xwl.cztv.com/live/channel04720Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel101080Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel10720Plxw.m3u8
嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
新昌综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
湖州公共频道,http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞文化影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
普陀电视台,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
庆元电视台,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
东阳影视生活,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
缙云新闻综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
龙泉电视台,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
江苏地区,#genre#
南京新闻综合,http://nklive.nbs.cn/hls/d511bc9d-a694-4453-b3a2-4fc842cc97a1/index.m3u8
南京教科,http://nklive.nbs.cn/hls/75b3c462-b831-4de7-a34b-5d3221db2069/index.m3u8
南京文旅纪录,http://nklive.nbs.cn/hls/9b2005c4-046c-422f-ba45-e6adc4f4de07/index.m3u8
南京十八生活,http://nklive.nbs.cn/hls/1173a815-bfdb-4c3c-9f73-89ec37ae7716/index.m3u8
南京少儿,http://nklive.nbs.cn/hls/e0981f3f-1a20-4a59-b8d1-17feb83a4610/index.m3u8
镇江2,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8
宜兴新闻综合,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
